"","c..d1.MZ619041.1....d1.MZ229304.1....d1.MZ229305.1....d1.MZ312926.1..."
"9749","d3.MW946846.1"
"9750","d3.MW946643.1"
"9751","d3.MW946717.1"
"9752","d3.MW946739.1"
"9753","d3.MW946827.1"
"9754","d3.MW946840.1"
"9755","d3.MW946756.1"
"9756","d3.MW946675.1"
"9757","d3.KJ737429.1"
"9758","d3.AY923865.1"
"9759","d3.MW946658.1"
"9760","d3.MW946896.1"
"9761","d3.MW946836.1"
"9762","d3.MW946875.1"
"9763","d3.MW946950.1"
"9764","d3.KY586767.1"
"9765","d3.MW946766.1"
"9766","d3.MW946648.1"
"9767","d3.MW946680.1"
"9768","d3.MW946980.1"
"9769","d3.MW946977.1"
"9770","d3.MW946734.1"
"9771","d3.MW946935.1"
"9772","d3.MW946930.1"
"9773","d3.JN406514.1"
"9774","d3.KY586772.1"
"9775","d3.MW946702.1"
"9776","d3.MW946985.1"
"9777","d3.MW946667.1"
"9778","d3.MW946748.1"
"9779","d3.MW946883.1"
"9780","d3.MW946878.1"
"9781","d3.MW946916.1"
"9782","d3.MW946908.1"
"9783","d3.KY586771.1"
"9784","d3.MW946697.1"
"9785","d3.KY586766.1"
"9786","d3.MW946610.1"
"9787","d3.MW946848.1"
"9788","d3.MW946689.1"
"9789","d3.MW946845.1"
"9790","d3.MW946811.1"
"9791","d3.MW946965.1"
"9792","d3.MW946762.1"
"9793","d3.MW946880.1"
"9794","d3.MW946785.1"
"9795","d3.MW946807.1"
"9796","d3.MN448938.1"
"9797","d3.MN448940.1"
"9798","d3.MN448939.1"
"9799","d3.MN448962.1"
"9800","d3.MN448963.1"
"9801","d3.MN448984.1"
"9802","d3.MN448964.1"
"9803","d3.MN448965.1"
"9804","d3.MN448985.1"
"9805","d3.MN448987.1"
"9806","d3.MW946934.1"
"9807","d3.KC261634.1"
"9808","d3.MW946735.1"
"9809","d3.MW946813.1"
"9810","d3.MW946961.1"
"9811","d3.ON055568.1"
"9812","d3.MW946857.1"
"9813","d3.MW946613.1"
"9814","d3.MW946884.1"
"9815","d3.MW946976.1"
"9816","d3.MW946910.1"
"9817","d3.MW946759.1"
"9818","d3.MW946831.1"
"9819","d3.MW946947.1"
"9820","d3.MW946867.1"
"9821","d3.MW946956.1"
"9822","d3.MW946630.1"
"9823","d3.MW946915.1"
"9824","d3.KY586778.1"
"9825","d3.KY586779.1"
"9826","d3.MW946920.1"
"9827","d3.KY586780.1"
"9828","d3.MW946657.1"
"9829","d3.MW946705.1"
"9830","d3.MW946743.1"
"9831","d3.MW946685.1"
"9832","d3.MW946728.1"
"9833","d3.MW946731.1"
"9834","d3.KY586781.1"
"9835","d3.MW946692.1"
"9836","d3.MW946913.1"
"9837","d3.MW946706.1"
"9838","d3.MW946817.1"
"9839","d3.MN448976.1"
"9840","d3.MW946624.1"
"9841","d3.MW946729.1"
"9842","d3.MW946720.1"
"9843","d3.MN448968.1"
"9844","d3.MN448993.1"
"9845","d3.MN448930.1"
"9846","d3.MN448931.1"
"9847","d3.MN448946.1"
"9848","d3.MN448947.1"
"9849","d3.MN448942.1"
"9850","d3.MN448944.1"
"9851","d3.MN448943.1"
"9852","d3.MN448932.1"
"9853","d3.MN448948.1"
"9854","d3.MN448973.1"
"9855","d3.MN448952.1"
"9856","d3.MN448953.1"
"9857","d3.MN448956.1"
"9858","d3.MN448957.1"
"9859","d3.MN448954.1"
"9860","d3.MN448955.1"
"9861","d3.MN448949.1"
"9862","d3.MN448933.1"
"9863","d3.MN448934.1"
"9864","d3.MN448935.1"
"9865","d3.MN448936.1"
"9866","d3.MN448937.1"
"9867","d3.MN448950.1"
"9868","d3.MN448945.1"
"9869","d3.MN448972.1"
"9870","d3.MN448974.1"
"9871","d3.MN448971.1"
"9872","d3.MN448959.1"
"9873","d3.MN448975.1"
"9874","d3.MN448970.1"
"9875","d3.MN448969.1"
"9876","d3.MN448951.1"
"9877","d3.MN448978.1"
"9878","d3.MN448958.1"
"9879","d3.MN448979.1"
"9880","d3.MN448977.1"
"9881","d3.MN448941.1"
"9882","d3.HG316483.1"
"9883","d3.HG316484.1"
"9884","d3.MW946784.1"
"9885","d3.KY586782.1"
"9886","d3.KY586783.1"
"9887","d3.MW946926.1"
"9888","d3.KY586777.1"
"9889","d3.KY586784.1"
"9890","d3.MW946969.1"
"9891","d3.KU509284.1"
"9892","d3.MW946608.1"
"9893","d3.MW946904.1"
"9894","d3.MW946617.1"
"9895","d3.MW946795.1"
"9896","d3.MW946854.1"
"9897","d3.KY586718.1"
"9898","d3.KY586719.1"
"9899","d3.MW946911.1"
"9900","d3.KY586716.1"
"9901","d3.KY586717.1"
"9902","d3.MW946714.1"
"9903","d3.MW946885.1"
"9904","d3.MW946890.1"
"9905","d3.KY586720.1"
"9906","d3.MW946897.1"
"9907","d3.AY676348.1"
"9908","d3.MW946609.1"
"9909","d3.MW946698.1"
"9910","d3.MW946629.1"
"9911","d3.KY586708.1"
"9912","d3.MW946936.1"
"9913","d3.KY586709.1"
"9914","d3.KY586707.1"
"9915","d3.MW946709.1"
"9916","d3.MW946907.1"
"9917","d3.MW946634.1"
"9918","d3.MW946663.1"
"9919","d3.MW946665.1"
"9920","d3.MW946879.1"
"9921","d3.MW946722.1"
"9922","d3.MW946821.1"
"9923","d3.KY586713.1"
"9924","d3.KY586715.1"
"9925","d3.KY586714.1"
"9926","d3.MW946738.1"
"9927","d3.MW946758.1"
"9928","d3.MW946820.1"
"9929","d3.MW946832.1"
"9930","d3.KY586712.1"
"9931","d3.MW946622.1"
"9932","d3.MW946686.1"
"9933","d3.MW946873.1"
"9934","d3.MW946745.1"
"9935","d3.MW946900.1"
"9936","d3.MW946966.1"
"9937","d3.MW946754.1"
"9938","d3.MW946939.1"
"9939","d3.MW946968.1"
"9940","d3.KY586703.1"
"9941","d3.KY586705.1"
"9942","d3.KY586704.1"
"9943","d3.KY586706.1"
"9944","d3.KY586702.1"
"9945","d3.KY586701.1"
"9946","d3.MW946626.1"
"9947","d3.MW946678.1"
"9948","d3.MW946769.1"
"9949","d3.MW946753.1"
"9950","d3.KY586710.1"
"9951","d3.KY586711.1"
"9952","d3.MW946651.1"
"9953","d3.MW946687.1"
"9954","d3.MW946892.1"
"9955","d3.MW946761.1"
"9956","d3.MW946718.1"
"9957","d3.MW946805.1"
"9958","d3.MW946838.1"
"9959","d3.KY586722.1"
"9960","d3.KY586723.1"
"9961","d3.MW946943.1"
"9962","d3.KY586724.1"
"9963","d3.MW946790.1"
"9964","d3.MW946971.1"
"9965","d3.MW946819.1"
"9966","d3.MW946863.1"
"9967","d3.KY586721.1"
"9968","d3.MW946619.1"
"9969","d3.MW946628.1"
"9970","d3.MW946858.1"
"9971","d3.MW946772.1"
"9972","d3.MW946632.1"
"9973","d3.MW946732.1"
"9974","d3.MW946970.1"
"9975","d3.MW946781.1"
"9976","d3.MW946948.1"
"9977","d3.MW946946.1"
"9978","d3.MW946650.1"
"9979","d3.MW946677.1"
"9980","d3.MW946655.1"
"9981","d3.MW946967.1"
"9982","d3.MW946894.1"
"9983","d3.MW946912.1"
"9984","d3.MW946776.1"
"9985","d3.MW946623.1"
"9986","d3.MW946951.1"
"9987","d3.KY586727.1"
"9988","d3.KY586728.1"
"9989","d3.KY586729.1"
"9990","d3.KY586726.1"
"9991","d3.KY586730.1"
"9992","d3.KY586731.1"
"9993","d3.KY586732.1"
"9994","d3.MW946656.1"
"9995","d3.MW946866.1"
"9996","d3.MW946792.1"
"9997","d3.MW946625.1"
"9998","d3.FJ639728.1"
"9999","d3.GQ868628.1"
"10000","d3.GQ868629.1"
"10001","d3.FJ639729.1"
"10002","d3.KY586725.1"
"10003","d3.MW946842.1"
"10004","d3.FJ639724.1"
"10005","d3.FJ639726.1"
"10006","d3.FJ639725.1"
"10007","d3.GU131906.1"
"10008","d3.FJ639727.1"
"10009","d3.GU131905.1"
"10010","d3.GU131916.1"
"10011","d3.KF955333.1"
"10012","d3.HM181933.1"
"10013","d3.HM181934.1"
"10014","d3.GQ868634.1"
"10015","d3.GU131908.1"
"10016","d3.GU131909.1"
"10017","d3.GU131911.1"
"10018","d3.GU131910.1"
"10019","d3.GU131940.1"
"10020","d3.GU131935.1"
"10021","d3.FJ639730.1"
"10022","d3.FJ639731.1"
"10023","d3.GU131943.1"
"10024","d3.GU131944.1"
"10025","d3.JN368477.1"
"10026","d3.GU131907.1"
"10027","d3.GU131934.1"
"10028","d3.GU131936.1"
"10029","d3.GU131945.1"
"10030","d3.GU131941.1"
"10031","d3.GU131938.1"
"10032","d3.FJ639714.1"
"10033","d3.GU189648.1"
"10034","d3.EU367962.1"
"10035","d3.FJ639713.1"
"10036","d3.GU131917.1"
"10037","d3.GU131918.1"
"10038","d3.GU131937.1"
"10039","d3.KF955464.1"
"10040","d3.GU131912.1"
"10041","d3.GU131939.1"
"10042","d3.KF955507.1"
"10043","d3.GU131913.1"
"10044","d3.GU131914.1"
"10045","d3.HM181935.1"
"10046","d3.KF955508.1"
"10047","d3.FJ639715.1"
"10048","d3.FJ639716.1"
"10049","d3.KF955461.1"
"10050","d3.GU131904.1"
"10051","d3.GU131933.1"
"10052","d3.GU131903.1"
"10053","d3.GU131915.1"
"10054","d3.KY670634.1"
"10055","d3.KY586768.1"
"10056","d3.MW946636.1"
"10057","d3.MW946899.1"
"10058","d3.MW946666.1"
"10059","d3.MW946671.1"
"10060","d3.MW946835.1"
"10061","d3.MW946981.1"
"10062","d3.KY586757.1"
"10063","d3.KY586758.1"
"10064","d3.KY586759.1"
"10065","d3.KY586756.1"
"10066","d3.MW946788.1"
"10067","d3.KY586760.1"
"10068","d3.MW946642.1"
"10069","d3.MW946919.1"
"10070","d3.MW946684.1"
"10071","d3.MW946733.1"
"10072","d3.KY586754.1"
"10073","d3.MW946644.1"
"10074","d3.KY586750.1"
"10075","d3.MW946903.1"
"10076","d3.KY586751.1"
"10077","d3.MW946676.1"
"10078","d3.MW946893.1"
"10079","d3.MW946928.1"
"10080","d3.MW946983.1"
"10081","d3.MW946737.1"
"10082","d3.MW946809.1"
"10083","d3.KY586745.1"
"10084","d3.KY586746.1"
"10085","d3.MW946923.1"
"10086","d3.KY586736.1"
"10087","d3.MW946952.1"
"10088","d3.MW946787.1"
"10089","d3.MW946877.1"
"10090","d3.KY586739.1"
"10091","d3.KY586740.1"
"10092","d3.KY586741.1"
"10093","d3.KY586742.1"
"10094","d3.KY586743.1"
"10095","d3.KY586744.1"
"10096","d3.KY586733.1"
"10097","d3.MW946669.1"
"10098","d3.MW946670.1"
"10099","d3.MW946960.1"
"10100","d3.MW946826.1"
"10101","d3.MW946797.1"
"10102","d3.MW946898.1"
"10103","d3.MW946723.1"
"10104","d3.MW946833.1"
"10105","d3.MW946730.1"
"10106","d3.KY586747.1"
"10107","d3.MW946942.1"
"10108","d3.MW946949.1"
"10109","d3.MW946673.1"
"10110","d3.MW946975.1"
"10111","d3.MW946646.1"
"10112","d3.KY586752.1"
"10113","d3.KY586753.1"
"10114","d3.KY586748.1"
"10115","d3.MW946921.1"
"10116","d3.MW946917.1"
"10117","d3.MW946945.1"
"10118","d3.KY586755.1"
"10119","d3.KY586734.1"
"10120","d3.KY586737.1"
"10121","d3.KY586738.1"
"10122","d3.KY586765.1"
"10123","d3.KY586749.1"
"10124","d3.MW946736.1"
"10125","d3.MW946914.1"
"10126","d3.AY676349.1"
"10127","d3.KY586761.1"
"10128","d3.MW946794.1"
"10129","d3.KY586763.1"
"10130","d3.KY586762.1"
"10131","d3.KY586764.1"
"10132","d3.KF955332.1"
"10133","d3.FJ639719.1"
"10134","d3.FJ639720.1"
"10135","d3.FJ639721.1"
"10136","d3.FJ639722.1"
"10137","d3.GQ868626.1"
"10138","d3.GQ868627.1"
"10139","d3.FJ639723.1"
"10140","d3.KF955462.1"
"10141","d3.KF955463.1"
"10142","d3.MW946862.1"
"10143","d3.KY586735.1"
"10144","d3.KY586787.1"
"10145","d3.KY586788.1"
"10146","d3.MW946635.1"
"10147","d3.KY586770.1"
"10148","d3.KY586769.1"
"10149","d3.KY586773.1"
"10150","d3.MW946611.1"
"10151","d3.MW946707.1"
"10152","d3.MW946844.1"
"10153","d3.MW946909.1"
"10154","d3.MW946905.1"
"10155","d3.MW946621.1"
"10156","d3.MW946906.1"
"10157","d3.MW946649.1"
"10158","d3.MW946963.1"
"10159","d3.MW946701.1"
"10160","d3.MW946682.1"
"10161","d3.MW946712.1"
"10162","d3.MW946774.1"
"10163","d3.MW946744.1"
"10164","d3.MW946703.1"
"10165","d3.MW946746.1"
"10166","d3.MW946823.1"
"10167","d3.MW946853.1"
"10168","d3.MW946782.1"
"10169","d3.MW946964.1"
"10170","d3.MW946752.1"
"10171","d3.MZ857225.1"
"10172","d3.MZ857226.1"
"10173","d3.MW946695.1"
"10174","d3.MW946818.1"
"10175","d3.AY676350.1"
"10176","d3.AY676351.1"
"10177","d3.MW946806.1"
"10178","d3.MW946940.1"
"10179","d3.MW946828.1"
"10180","d3.MW946638.1"
"10181","d3.MW946886.1"
"10182","d3.MW946830.1"
"10183","d3.MW946929.1"
"10184","d3.MW946847.1"
"10185","d3.KY586801.1"
"10186","d3.MW946931.1"
"10187","d3.MW946683.1"
"10188","d3.MW946710.1"
"10189","d3.MW946864.1"
"10190","d3.MW946713.1"
"10191","d3.MW946954.1"
"10192","d3.MW946803.1"
"10193","d3.MW946631.1"
"10194","d3.MW946719.1"
"10195","d3.MW946641.1"
"10196","d3.MW946837.1"
"10197","d3.MW946716.1"
"10198","d3.MW946614.1"
"10199","d3.KY586794.1"
"10200","d3.MW946708.1"
"10201","d3.MW946715.1"
"10202","d3.MW946874.1"
"10203","d3.MW946962.1"
"10204","d3.MW946804.1"
"10205","d3.KY586793.1"
"10206","d3.MW946882.1"
"10207","d3.KY586792.1"
"10208","d3.MW946927.1"
"10209","d3.KY586791.1"
"10210","d3.FJ810413.1"
"10211","d3.FJ810414.1"
"10212","d3.FJ744729.1"
"10213","d3.FJ744730.1"
"10214","d3.FJ744731.1"
"10215","d3.FJ744736.1"
"10216","d3.FJ744734.1"
"10217","d3.FJ744733.1"
"10218","d3.FJ744735.1"
"10219","d3.FJ744738.1"
"10220","d3.FJ744737.1"
"10221","d3.FJ744732.1"
"10222","d3.FJ744726.1"
"10223","d3.FJ744727.1"
"10224","d3.FJ744728.1"
"10225","d3.FJ687448.1"
"10226","d3.KY586790.1"
"10227","d3.FJ744739.1"
"10228","d3.MW946786.1"
"10229","d3.KY586795.1"
"10230","d3.MW946725.1"
"10231","d3.FJ744740.1"
"10232","d3.KY586789.1"
"10233","d3.KY586797.1"
"10234","d3.MW946780.1"
"10235","d3.MW946647.1"
"10236","d3.MW946850.1"
"10237","d3.MW946922.1"
"10238","d3.KY586800.1"
"10239","d3.MW946765.1"
"10240","d3.MW946834.1"
"10241","d3.MW946681.1"
"10242","d3.MW946749.1"
"10243","d3.MW946755.1"
"10244","d3.KY586799.1"
"10245","d3.MW946925.1"
"10246","d3.MW946727.1"
"10247","d3.MW946816.1"
"10248","d3.MW946887.1"
"10249","d3.KY586798.1"
"10250","d3.MW946851.1"
"10251","d3.AY876494.1"
"10252","d3.KY586802.1"
"10253","d3.MW946859.1"
"10254","d3.MW946953.1"
"10255","d3.MW946637.1"
"10256","d3.MW946696.1"
"10257","d3.MW946871.1"
"10258","d3.MW946876.1"
"10259","d3.KY586796.1"
"10260","d3.JF295012.1"
"10261","d3.HM631854.1"
"10262","d3.GU131946.1"
"10263","d3.GU131942.1"
"10264","d3.FJ639712.1"
"10265","d3.EU482457.1"
"10266","d3.EU482454.1"
"10267","d3.MW946618.1"
"10268","d3.MW946868.1"
"10269","d3.MW946937.1"
"10270","d3.MW946933.1"
"10271","d3.MW946639.1"
"10272","d3.MW946652.1"
"10273","d3.MW946855.1"
"10274","d3.MW946944.1"
"10275","d3.MW946768.1"
"10276","d3.MW946793.1"
"10277","d3.MW946889.1"
"10278","d3.MW946888.1"
"10279","d3.MW946901.1"
"10280","d3.MW946796.1"
"10281","d3.MW946849.1"
"10282","d3.MW946771.1"
"10283","d3.MW946824.1"
"10284","d3.MW946895.1"
"10285","d3.KY586814.1"
"10286","d3.KY586815.1"
"10287","d3.MW946978.1"
"10288","d3.KY586816.1"
"10289","d3.MW946972.1"
"10290","d3.MW946747.1"
"10291","d3.MW946661.1"
"10292","d3.MN448960.1"
"10293","d3.MN448981.1"
"10294","d3.MN448982.1"
"10295","d3.MN448983.1"
"10296","d3.MN448961.1"
"10297","d3.MN448980.1"
"10298","d3.MH888332.1"
"10299","d3.MW946640.1"
"10300","d3.KY849761.1"
"10301","d3.KY849770.1"
"10302","d3.KY849771.1"
"10303","d3.KY849773.1"
"10304","d3.KY849775.1"
"10305","d3.KY849772.1"
"10306","d3.KY849774.1"
"10307","d3.KY849769.1"
"10308","d3.MW946764.1"
"10309","d3.MW946789.1"
"10310","d3.MW946779.1"
"10311","d3.MW426463.1"
"10312","d3.KR296744.1"
"10313","d3.MF682971.1"
"10314","d3.MF682972.1"
"10315","d3.MF682973.1"
"10316","d3.MF682974.1"
"10317","d3.MF682975.1"
"10318","d3.KF824902.1"
"10319","d3.KF824903.1"
"10320","d3.KR296743.1"
"10321","d3.MN018369.1"
"10322","d3.KJ622191.1"
"10323","d3.KJ622192.1"
"10324","d3.KJ622197.1"
"10325","d3.KJ622198.1"
"10326","d3.KJ622199.1"
"10327","d3.KJ622196.1"
"10328","d3.KJ622194.1"
"10329","d3.KJ622195.1"
"10330","d3.KJ622193.1"
"10331","d3.MW946688.1"
"10332","d3.MW946902.1"
"10333","d3.MN448988.1"
"10334","d3.KY586806.1"
"10335","d3.KY586809.1"
"10336","d3.KY586808.1"
"10337","d3.KY586810.1"
"10338","d3.KY586804.1"
"10339","d3.KY586805.1"
"10340","d3.KY586803.1"
"10341","d3.KY586807.1"
"10342","d3.KY586811.1"
"10343","d3.KY586812.1"
"10344","d3.MW946664.1"
"10345","d3.MW946742.1"
"10346","d3.ON055566.1"
"10347","d3.MW946829.1"
"10348","d3.MW946668.1"
"10349","d3.MW946773.1"
"10350","d3.MW946932.1"
"10351","d3.MW946938.1"
"10352","d3.KY586817.1"
"10353","d3.MW946852.1"
"10354","d3.MW946620.1"
"10355","d3.MW946645.1"
"10356","d3.MW946825.1"
"10357","d3.MW946660.1"
"10358","d3.MW946959.1"
"10359","d3.MW946861.1"
"10360","d3.MW946627.1"
"10361","d3.OK605764.1"
"10362","d3.KJ737430.1"
"10363","d3.AY676353.1"
"10364","d3.OK469353.1"
"10365","d3.AY676352.1"
"10366","d3.DH108"
"10367","d3.DH110"
"10368","d3.OK469354.1"
"10369","d3.DH109"
"10370","d3.MW946791.1"
"10371","d3.DQ675520.1"
"10372","d3.KY586813.1"
"10373","d3.AY496871.2"
"10374","d3.AY496873.2"
"10375","d3.AY496874.2"
"10376","d3.AY496877.2"
"10377","d3.AY766104.1"
"10378","d3.MW946724.1"
"10379","d3.KU509280.1"
"10380","d3.MN448989.1"
"10381","d3.MN448990.1"
"10382","d3.KF955476.1"
"10383","d3.KF955477.1"
"10384","d3.GQ868593.1"
"10385","d3.DQ863638.1"
"10386","d3.OK469355.1"
"10387","d3.OK469356.1"
"10388","d3.KT424097.1"
"10389","d3.DQ401690.1"
"10390","d3.AY496879.2"
"10391","d3.KY586818.1"
"10392","d3.MW946691.1"
"10393","d3.FJ898456.1"
"10394","d3.JQ920476.1"
"10395","d3.JQ920481.1"
"10396","d3.JQ920487.1"
"10397","d3.AY744677.1"
"10398","d3.AY744680.1"
"10399","d3.AY744678.1"
"10400","d3.AY744681.1"
"10401","d3.AY744683.1"
"10402","d3.AY744684.1"
"10403","d3.AY744682.1"
"10404","d3.AY744679.1"
"10405","d3.FJ898455.1"
"10406","d3.JQ920477.1"
"10407","d3.JQ920478.1"
"10408","d3.JQ920488.1"
"10409","d3.JQ920479.1"
"10410","d3.JQ920480.1"
"10411","d3.AY744685.1"
"10412","d3.JQ920482.1"
"10413","d3.JQ920483.1"
"10414","d3.JQ920484.1"
"10415","d3.JQ920489.1"
"10416","d3.JQ920486.1"
"10417","d3.JQ920485.1"
"10418","d3.MW946955.1"
"10419","d3.AY648961.1"
"10420","d3.DH105"
"10421","d3.DQ675519.1"
"10422","d3.MW946751.1"
"10423","d3.EU081221.1"
"10424","d3.EU081223.1"
"10425","d3.AY858039.2"
"10426","d3.AB189126.1"
"10427","d3.AB189127.1"
"10428","d3.AB189125.1"
"10429","d3.AY858041.2"
"10430","d3.AY858044.2"
"10431","d3.AY858045.2"
"10432","d3.AY858046.2"
"10433","d3.AY858040.2"
"10434","d3.AY858042.2"
"10435","d3.AY858048.2"
"10436","d3.AY858047.2"
"10437","d3.AY858043.2"
"10438","d3.KC762684.1"
"10439","d3.KC762692.1"
"10440","d3.KC762693.1"
"10441","d3.MN083245.1"
"10442","d3.JN406515.1"
"10443","d3.KC762691.1"
"10444","d3.AY858037.2"
"10445","d3.MN018383.1"
"10446","d3.MK005258.1"
"10447","d3.MW295815.1"
"10448","d3.MN922039.1"
"10449","d3.MW720889.1"
"10450","d3.ON890832.1"
"10451","d3.MN922041.1"
"10452","d3.MW720890.1"
"10453","d3.MN922040.1"
"10454","d3.ON908236.1"
"10455","d3.ON908237.1"
"10456","d3.MN018387.1"
"10457","d3.MF682966.1"
"10458","d3.MF682967.1"
"10459","d3.MF682969.1"
"10460","d3.MF682970.1"
"10461","d3.MF682968.1"
"10462","d3.MW788877.1"
"10463","d3.MW788878.1"
"10464","d3.MW788879.1"
"10465","d3.MW788885.1"
"10466","d3.MW788892.1"
"10467","d3.MW788905.1"
"10468","d3.MW788908.1"
"10469","d3.MW788890.1"
"10470","d3.MW788898.1"
"10471","d3.MW788895.1"
"10472","d3.MW788899.1"
"10473","d3.MW788912.1"
"10474","d3.MW788897.1"
"10475","d3.MW788880.1"
"10476","d3.MW788882.1"
"10477","d3.MW788900.1"
"10478","d3.MW788909.1"
"10479","d3.MW788902.1"
"10480","d3.MW788903.1"
"10481","d3.MW788881.1"
"10482","d3.MW788894.1"
"10483","d3.MW788901.1"
"10484","d3.MT006152.1"
"10485","d3.MT006169.1"
"10486","d3.MN083246.1"
"10487","d3.OK598123.1"
"10488","d3.OQ103114.1"
"10489","d3.OQ103123.1"
"10490","d3.OQ103092.1"
"10491","d3.OQ103113.1"
"10492","d3.OQ103317.1"
"10493","d3.MH823209.1"
"10494","d3.KY921906.1"
"10495","d3.MK894338.1"
"10496","d3.ON908238.1"
"10497","d3.OP410996.1"
"10498","d3.MN018373.1"
"10499","d3.MN018384.1"
"10500","d3.LC436676.1"
"10501","d3.LC436677.1"
"10502","d3.MN922033.1"
"10503","d3.MN922034.1"
"10504","d3.ON907583.1"
"10505","d3.ON908231.1"
"10506","d3.ON908235.1"
"10507","d3.MW396468.1"
"10508","d3.MW396464.1"
"10509","d3.OK079104.1"
"10510","d3.MN922035.1"
"10511","d3.MW396469.1"
"10512","d3.MN018388.1"
"10513","d3.MW396462.1"
"10514","d3.MW396465.1"
"10515","d3.MW396466.1"
"10516","d3.MW396463.1"
"10517","d3.MW396467.1"
"10518","d3.MN018377.1"
"10519","d3.AY858038.2"
"10520","d3.DH120"
"10521","d3.OK605763.1"
"10522","d3.DH106r"
"10523","d3.DH104_AMPL"
"10524","d3.AB189128.1"
"10525","d3.MT921575.1"
"10526","d3.KY794786.1"
"10527","d3.KY794787.1"
"10528","d3.KY794789.1"
"10529","d3.KY794788.1"
"10530","d3.KY794790.1"
"10531","d3.KX380839.1"
"10532","d3.KX380840.1"
"10533","d3.GU370052.1"
"10534","d3.AB214879.1"
"10535","d3.AB214880.1"
"10536","d3.AB214882.1"
"10537","d3.AB214881.1"
"10538","d3.MN018382.1"
"10539","d3.MH051732.1"
"10540","d3.KY863456.1"
"10541","d3.Yale-DN00345-1"
"10542","d3.KU509285.1"
"10543","d3.MN018374.1"
"10544","d3.MN018370.1"
"10545","d3.MT921574.1"
"10546","d3.MN018379.1"
"10547","d3.MN018389.1"
"10548","d3.MN922037.1"
"10549","d3.MW720891.1"
"10550","d3.MN922038.1"
"10551","d3.MW720892.1"
"10552","d3.MN018380.1"
"10553","d3.OP410995.1"
"10554","d3.KU509279.1"
"10555","d3.MF004386.1"
"10556","d3.KC762681.1"
"10557","d3.KC762683.1"
"10558","d3.KC762682.1"
"10559","d3.KC762685.1"
"10560","d3.KC762690.1"
"10561","d3.KC762686.1"
"10562","d3.KC762688.1"
"10563","d3.KC762689.1"
"10564","d3.KC762687.1"
"10565","d3.MT076948.1"
"10566","d3.KU725665.1"
"10567","d3.KM190937.1"
"10568","d3.MK506265.1"
"10569","d3.KU050695.1"
"10570","d3.JN697379.1"
"10571","d3.AF317645.1"
"10572","d3.EF629370.1"
"10573","d3.EF629373.1"
"10574","d3.M93130.1"
"10575","d3.MT006158.1"
"10576","d3.MW945427.1"
"10577","d3.OM258630.1"
"10578","d3.OQ836205"
"10579","d3.OQ836206"
"10580","d3.OQ836207"
"10581","d3.OQ836208"
"10582","d3.OQ836209"
"10583","d3.OQ836210"
"10584","d3.OQ836211"
"10585","d3.OQ445936"
"10586","d3.OQ445937"
"10587","d3.OQ445938"
"10588","d3.OQ445939"
"10589","d3.OQ445940"
"10590","d3.OQ445941"
"10591","d3.OQ445942"
"10592","d3.OQ445943"
"10593","d3.OQ445944"
"10594","d3.OQ445945"
"10595","d3.OQ445946"
"10596","d3.OQ445947"
"10597","d3.OQ445948"
"10598","d3.OQ445949"
"10599","d3.OQ445950"
"10600","d3.OQ445951"
"10601","d3.OQ445952"
"10602","d3.OQ445953"
"10603","d3.OQ445954"
"10604","d3.OQ445955"
"10605","d3.OQ445956"
"10606","d3.OQ445957"
"10607","d3.OQ445958"
"10608","d3.OQ445959"
"10609","d3.OQ445962"
"10610","d3.OQ445928"
"10611","d3.OQ445960"
"10612","d3.OQ445961"
"10613","d3.OQ445935"
"10614","d3.OQ445934"
"10615","d3.OQ445933"
"10616","d3.OQ445932"
"10617","d3.OQ445931"
"10618","d3.OQ445930"
"10619","d3.OQ445929"
"10620","d3.OQ445927"
"10621","d3.OQ445926"
"10622","d3.OQ445925"
"10623","d3.OQ445924"
"10624","d3.OQ445923"
"10625","d3.OQ445899"
"10626","d3.OQ445922"
"10627","d3.OQ445921"
"10628","d3.OQ445920"
"10629","d3.OQ445919"
"10630","d3.OQ445918"
"10631","d3.OQ445917"
"10632","d3.OQ445916"
"10633","d3.OQ445915"
"10634","d3.OQ445914"
"10635","d3.OQ445913"
"10636","d3.OQ445912"
"10637","d3.OQ445911"
"10638","d3.OQ445910"
"10639","d3.OQ445909"
"10640","d3.OQ445908"
"10641","d3.OQ445907"
"10642","d3.OQ445906"
"10643","d3.OQ445905"
"10644","d3.OQ445904"
"10645","d3.OQ445903"
"10646","d3.OQ445902"
"10647","d3.OQ445901"
"10648","d3.OQ445895"
"10649","d3.OQ445898"
"10650","d3.OQ445897"
"10651","d3.OQ445896"
"10652","d4.MW945720.1"
"10653","d4.NC_002640.1"
"10654","d4.KU513442.1"
"10655","d4.M14931.2"
"10656","d4.OK605768.1"
"10657","d4.GU289913.1"
"10658","d4.JN559740.2"
"10659","d4.MF004387.1"
"10660","d4.GU318306.1"
"10661","d4.DH127"
"10662","d4.KM190936.1"
"10663","d4.GU318312.1"
"10664","d4.GU318313.1"
"10665","d4.GU318315.1"
"10666","d4.GU318309.1"
"10667","d4.GU318307.1"
"10668","d4.GU318317.1"
"10669","d4.GU318310.1"
"10670","d4.GU318314.1"
"10671","d4.OK469360.1"
"10672","d4.FJ226067.1"
"10673","d4.GU318311.1"
"10674","d4.GU318308.1"
"10675","d4.GU318318.1"
"10676","d4.OK469359.1"
"10677","d4.GU318316.1"
"10678","d4.FJ810417.1"
