"","strain","Sample_ID","Sample_Source","Data_Source","date","Location","Serotype","Sero_Geno","yale","caribbean","florida","cmplt_date","year","n_obs","n_obs_date"
"1348","FJ898377.1","DENV-1/VN/BID-V2729/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1349","FJ898378.1","DENV-1/VN/BID-V2730/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1350","FJ898379.1","DENV-1/VN/BID-V2731/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1351","FJ898380.1","DENV-1/VN/BID-V2738/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1352","FJ898381.1","DENV-1/VN/BID-V2739/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1353","FJ898382.1","DENV-1/VN/BID-V2740/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1354","FJ898383.1","DENV-1/VN/BID-V2741/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1355","FJ898384.1","DENV-1/VN/BID-V2742/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1356","FJ898385.1","DENV-1/VN/BID-V2743/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1357","FJ898433.1","DENV-1/NI/BID-V1223/2007","Henn_2009","NCBI","2007-XX-XX","Nicaragua","1","1_V",0,0,0,0,"2007",79,79
"1358","FJ906728.1","DENV-1/VN/BID-V1852/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1359","FJ906963.1","DENV-1/VN/BID-V2735/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1360","FJ906964.1","DENV-1/VN/BID-V2736/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1361","FJ906965.1","DENV-1/VN/BID-V2737/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1362","FJ850090.1","DENV-1/BR/BID-V2398/2007","Henn_2009","NCBI","2007-XX-XX","Brazil","1","1_V",0,0,0,0,"2007",22,19
"1363","FJ850099.1","DENV-1/VE/BID-V2459/2007","Henn_2009","NCBI","2007-XX-XX","Venezuela","1","1_V",0,0,0,0,"2007",73,73
"1364","FJ850100.1","DENV-1/VE/BID-V2461/2007","Henn_2009","NCBI","2007-XX-XX","Venezuela","1","1_V",0,0,0,0,"2007",73,73
"1365","FJ850101.1","DENV-1/VE/BID-V2463/2007","Henn_2009","NCBI","2007-XX-XX","Venezuela","1","1_V",0,0,0,0,"2007",73,73
"1366","FJ850102.1","DENV-1/VE/BID-V2464/2007","Henn_2009","NCBI","2007-XX-XX","Venezuela","1","1_V",0,0,0,0,"2007",73,73
"1367","FJ432723.1","DENV-1/VN/BID-V1771/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1368","FJ432725.1","DENV-1/VN/BID-V1779/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1369","FJ432727.1","DENV-1/VN/BID-V1782/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1370","FJ432729.1","DENV-1/VN/BID-V1784/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1371","FJ432730.1","DENV-1/VN/BID-V1785/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1372","FJ432732.1","DENV-1/VN/BID-V1787/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1373","FJ432733.1","DENV-1/VN/BID-V1788/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1374","FJ432734.1","DENV-1/VN/BID-V1792/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1375","FJ432735.1","DENV-1/VN/BID-V1793/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1376","FJ432736.1","DENV-1/VN/BID-V1795/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1377","FJ432737.1","DENV-1/VN/BID-V1798/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1378","FJ432738.1","DENV-1/VN/BID-V1800/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1379","FJ432739.1","DENV-1/VN/BID-V1802/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1380","FJ432740.1","DENV-1/VN/BID-V1805/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1381","FJ432742.1","DENV-1/VN/BID-V1811/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1382","FJ432744.1","DENV-1/VN/BID-V1820/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1383","FJ432745.1","DENV-1/VN/BID-V1823/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1384","FJ432746.1","DENV-1/VN/BID-V1827/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1385","FJ432747.1","DENV-1/VN/BID-V1832/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1386","FJ432748.1","DENV-1/VN/BID-V1834/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1387","FJ432749.1","DENV-1/VN/BID-V1836/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1388","FJ461306.1","DENV-1/VN/BID-V1838/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1389","FJ461312.1","DENV-1/VN/BID-V1851/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1390","FJ461313.1","DENV-1/VN/BID-V1854/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1391","FJ461315.1","DENV-1/VN/BID-V1859/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1392","FJ461316.1","DENV-1/VN/BID-V1860/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1393","FJ461317.1","DENV-1/VN/BID-V1861/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1394","FJ461318.1","DENV-1/VN/BID-V1867/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1395","FJ461319.1","DENV-1/VN/BID-V1870/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1396","FJ461323.1","DENV-1/VN/BID-V1887/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1397","FJ461324.1","DENV-1/VN/BID-V1888/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1398","FJ461325.1","DENV-1/VN/BID-V1889/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1399","FJ461327.1","DENV-1/VN/BID-V1892/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1400","FJ461333.1","DENV-1/VN/BID-V1931/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1401","FJ547060.1","DENV-1/VN/BID-V1822/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1402","FJ547063.1","DENV-1/VN/BID-V1855/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1403","FJ547065.1","DENV-1/VN/BID-V1883/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1404","FJ562101.1","DENV-1/VN/BID-V1850/2007","Henn_2009","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1405","FJ639688.1","DENV-1/KH/BID-V2005/2007","Henn_2009","NCBI","2007-XX-XX","Cambodia","1","1_I",0,0,0,0,"2007",72,72
"1406","FJ639689.1","DENV-1/KH/BID-V2006/2007","Henn_2009","NCBI","2007-XX-XX","Cambodia","1","1_I",0,0,0,0,"2007",72,72
"1407","FJ639690.1","DENV-1/KH/BID-V2007/2007","Henn_2009","NCBI","2007-XX-XX","Cambodia","1","1_I",0,0,0,0,"2007",72,72
"1408","FJ639691.1","DENV-1/KH/BID-V2008/2007","Henn_2009","NCBI","2007-XX-XX","Cambodia","1","1_I",0,0,0,0,"2007",72,72
"1409","FJ639692.1","DENV-1/KH/BID-V2010/2007","Henn_2009","NCBI","2007-XX-XX","Cambodia","1","1_I",0,0,0,0,"2007",72,72
"1410","FJ639693.1","DENV-1/KH/BID-V2011/2007","Henn_2009","NCBI","2007-XX-XX","Cambodia","1","1_I",0,0,0,0,"2007",72,72
"1411","FJ639694.1","DENV-1/KH/BID-V2012/2007","Henn_2009","NCBI","2007-XX-XX","Cambodia","1","1_I",0,0,0,0,"2007",72,72
"1412","FJ639695.1","DENV-1/KH/BID-V2013/2007","Henn_2009","NCBI","2007-XX-XX","Cambodia","1","1_I",0,0,0,0,"2007",72,72
"1413","FJ639696.1","DENV-1/KH/BID-V2014/2007","Henn_2009","NCBI","2007-XX-XX","Cambodia","1","1_I",0,0,0,0,"2007",72,72
"1414","FJ639806.1","DENV-1/VE/BID-V2243/2007","Henn_2009","NCBI","2007-XX-XX","Venezuela","1","1_V",0,0,0,0,"2007",73,73
"1415","FJ432719.1","DENV-1/VN/BID-V1636/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1416","FJ461303.1","DENV-1/VN/BID-V971/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1417","FJ373297.1","DENV-1/VN/BID-V1647/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1418","FJ373298.1","DENV-1/VN/BID-V1650/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1419","FJ390381.1","DENV-1/VN/BID-V1652/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1420","FJ390382.1","DENV-1/VN/BID-V1656/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1421","FJ390383.1","DENV-1/VN/BID-V1659/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1422","FJ390386.1","DENV-1/VN/BID-V1686/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1423","FJ390388.1","DENV-1/VN/BID-V1702/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1424","FJ410194.1","DENV-1/VN/BID-V1774/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1425","FJ410196.1","DENV-1/VN/BID-V1789/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1426","FJ410197.1","DENV-1/VN/BID-V1791/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1427","FJ410198.1","DENV-1/VN/BID-V1797/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1428","FJ410199.1","DENV-1/VN/BID-V1799/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1429","FJ410201.1","DENV-1/VN/BID-V1806/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1430","FJ410203.1","DENV-1/VN/BID-V1808/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1431","FJ410204.1","DENV-1/VN/BID-V1809/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1432","FJ410205.1","DENV-1/VN/BID-V1812/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1433","FJ410206.1","DENV-1/VN/BID-V1813/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1434","FJ410207.1","DENV-1/VN/BID-V1814/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1435","FJ410209.1","DENV-1/VN/BID-V1825/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1436","FJ410210.1","DENV-1/VN/BID-V1826/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1437","FJ410211.1","DENV-1/VN/BID-V1830/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1438","FJ410212.1","DENV-1/VN/BID-V1839/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1439","FJ410216.1","DENV-1/VN/BID-V1849/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1440","FJ410218.1","DENV-1/VN/BID-V1856/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1441","FJ410222.1","DENV-1/VN/BID-V1866/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1442","FJ410225.1","DENV-1/VN/BID-V1875/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1443","FJ410227.1","DENV-1/VN/BID-V1879/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1444","FJ410231.1","DENV-1/VN/BID-V1885/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1445","FJ410232.1","DENV-1/VN/BID-V1890/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1446","FJ410234.1","DENV-1/VN/BID-V1896/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1447","FJ410250.1","DENV-1/VN/BID-V1917/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1448","FJ410252.1","DENV-1/VN/BID-V1919/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1449","FJ410253.1","DENV-1/VN/BID-V1920/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1450","FJ410289.1","DENV-1/VN/BID-V1671/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1451","FJ182003.1","DENV-1/VN/BID-V1657/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1452","FJ182019.1","DENV-1/VN/BID-V1635/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1453","FJ182020.1","DENV-1/VN/BID-V1637/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1454","FJ182021.1","DENV-1/VN/BID-V1639/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1455","FJ182022.1","DENV-1/VN/BID-V1640/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1456","FJ182023.1","DENV-1/VN/BID-V1642/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1457","FJ182024.1","DENV-1/VN/BID-V1644/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1458","FJ182025.1","DENV-1/VN/BID-V1646/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1459","FJ182026.1","DENV-1/VN/BID-V1649/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1460","FJ182027.1","DENV-1/VN/BID-V1651/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1461","FJ182028.1","DENV-1/VN/BID-V1653/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1462","FJ182029.1","DENV-1/VN/BID-V1658/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1463","FJ182030.1","DENV-1/VN/BID-V1662/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1464","FJ182031.1","DENV-1/VN/BID-V1663/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1465","FJ182032.1","DENV-1/VN/BID-V1664/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1466","FJ182033.1","DENV-1/VN/BID-V1666/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1467","FJ182034.1","DENV-1/VN/BID-V1667/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1468","FJ182035.1","DENV-1/VN/BID-V1668/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1469","FJ182036.1","DENV-1/VN/BID-V1670/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1470","FJ205876.1","DENV-1/VN/BID-V1673/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1471","FJ205881.1","DENV-1/VN/BID-V1691/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1472","FJ205882.1","DENV-1/VN/BID-V1693/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1473","FJ205883.1","DENV-1/VN/BID-V1694/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1474","FJ205884.1","DENV-1/VN/BID-V1698/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1475","FJ024425.1","DENV-1/VN/BID-V1565/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1476","FJ024426.1","DENV-1/VN/BID-V1566/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1477","FJ024427.1","DENV-1/VN/BID-V1567/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1478","FJ024428.1","DENV-1/VN/BID-V1568/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1479","FJ024429.1","DENV-1/VN/BID-V1569/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1480","FJ024430.1","DENV-1/VN/BID-V1570/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1481","FJ024431.1","DENV-1/VN/BID-V1571/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1482","FJ024432.1","DENV-1/VN/BID-V1572/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1483","FJ024433.1","DENV-1/VN/BID-V1573/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1484","FJ024434.1","DENV-1/VN/BID-V1574/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1485","FJ024435.1","DENV-1/VN/BID-V1575/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1486","FJ024436.1","DENV-1/VN/BID-V1576/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1487","FJ024437.1","DENV-1/VN/BID-V1577/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1488","FJ024438.1","DENV-1/VN/BID-V1579/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1489","FJ024439.1","DENV-1/VN/BID-V1580/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1490","FJ024440.1","DENV-1/VN/BID-V1581/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1491","FJ024441.1","DENV-1/VN/BID-V1582/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1492","FJ024442.1","DENV-1/VN/BID-V1583/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1493","FJ024443.1","DENV-1/VN/BID-V1584/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1494","FJ024445.1","DENV-1/VN/BID-V1638/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1495","FJ024446.1","DENV-1/VN/BID-V1641/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1496","FJ024447.1","DENV-1/VN/BID-V1643/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1497","FJ024448.1","DENV-1/VN/BID-V1648/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1498","FJ024449.1","DENV-1/VN/BID-V1655/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1499","FJ024450.1","DENV-1/VN/BID-V1660/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1500","FJ024451.1","DENV-1/VN/BID-V1665/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1501","FJ024453.1","DENV-1/VN/BID-V1672/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1502","FJ024455.1","DENV-1/VN/BID-V1676/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1503","FJ024456.1","DENV-1/VN/BID-V1677/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1504","FJ024457.1","DENV-1/VN/BID-V1683/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1505","FJ024459.1","DENV-1/VN/BID-V1689/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1506","FJ024460.1","DENV-1/VN/BID-V1692/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1507","FJ024462.1","DENV-1/VN/BID-V1700/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1508","FJ024463.1","DENV-1/VN/BID-V1701/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1509","FJ024464.1","DENV-1/VN/BID-V1703/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1510","FJ024472.1","DENV-1/VN/BID-V1578/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1511","EU726777.1","DENV-1/VN/BID-V1530/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1512","EU726778.1","DENV-1/VN/BID-V1546/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1513","EU726779.1","DENV-1/VN/BID-V1551/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1514","EU726780.1","DENV-1/VN/BID-V1556/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1515","EU726781.1","DENV-1/VN/BID-V1557/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1516","EU726782.1","DENV-1/VN/BID-V1559/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1517","EU660395.1","DENV-1/VN/BID-V1505/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1518","EU660412.1","DENV-1/VN/BID-V1506/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1519","EU660418.1","DENV-1/VN/BID-V1516/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1520","EU660419.1","DENV-1/VN/BID-V1552/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
"1521","EU677139.1","DENV-1/VN/BID-V1539/2007","Henn_2008","NCBI","2007-XX-XX","Vietnam","1","1_I",0,0,0,0,"2007",413,413
