"","strain","Sample_ID","Sample_Source","Data_Source","date","Location","Serotype","Sero_Geno","yale","caribbean","florida","cmplt_date","year","n_obs","n_obs_date"
"5786","MN589860.1","139denv2_BR_Rj","Torres_2019","NCBI","2007-12-20","Brazil","2","2_III",0,0,0,1,"2007",22,3
"5787","MN589861.1","140denv2_BR_Rj","Torres_2019","NCBI","2008-03-17","Brazil","2","2_III",0,0,0,1,"2008",36,16
"5788","MN589862.1","141denv2_BR_Rj","Torres_2019","NCBI","2008-03-13","Brazil","2","2_III",0,0,0,1,"2008",36,16
"5789","MN589863.1","142denv2_BR_Rj","Torres_2019","NCBI","2008-04-30","Brazil","2","2_III",0,0,0,1,"2008",36,16
"5790","MN589864.1","143denv2_BR_Rj","Torres_2019","NCBI","2008-03-17","Brazil","2","2_III",0,0,0,1,"2008",36,16
"5791","MN589865.1","144denv2_BR_Rj","Torres_2019","NCBI","2008-04-07","Brazil","2","2_III",0,0,0,1,"2008",36,16
"5792","MN589866.1","145denv2_BR_Rj","Torres_2019","NCBI","2009-12-23","Brazil","2","2_III",0,0,0,1,"2009",4,3
"5793","MN589867.1","146denv2_BR_Rj","Torres_2019","NCBI","2010-04-29","Brazil","2","2_III",0,0,0,1,"2010",48,37
"5794","MN589868.1","147denv2_BR_Rj","Torres_2019","NCBI","2010-03-09","Brazil","2","2_III",0,0,0,1,"2010",48,37
"5795","MN589869.1","148denv2_BR_Rj","Torres_2019","NCBI","2010-03-09","Brazil","2","2_III",0,0,0,1,"2010",48,37
"5796","MN589870.1","149denv2_BR_Rj","Torres_2019","NCBI","2010-07-01","Brazil","2","2_III",0,0,0,1,"2010",48,37
"5797","MN589871.1","151denv2_BR_Rj","Torres_2019","NCBI","2010-03-09","Brazil","2","2_III",0,0,0,1,"2010",48,37
"5798","MN589872.1","153denv2_BR_Rj","Torres_2019","NCBI","2011-02-16","Brazil","2","2_III",0,0,0,1,"2011",25,24
"5799","MN589873.1","154denv2_BR_Rj","Torres_2019","NCBI","2011-05-18","Brazil","2","2_III",0,0,0,1,"2011",25,24
"5800","MN589874.1","155denv2_BR_Rj","Torres_2019","NCBI","2011-04-12","Brazil","2","2_III",0,0,0,1,"2011",25,24
"5801","MN589875.1","156denv2_BR_Rj","Torres_2019","NCBI","2011-04-12","Brazil","2","2_III",0,0,0,1,"2011",25,24
"5802","MN589876.1","157denv2_BR_Rj","Torres_2019","NCBI","2011-04-20","Brazil","2","2_III",0,0,0,1,"2011",25,24
"5803","MN589877.1","158denv2_BR_Rj","Torres_2019","NCBI","2011-05-04","Brazil","2","2_III",0,0,0,1,"2011",25,24
"5804","MN589878.1","159denv2_BR_Rj","Torres_2019","NCBI","2011-05-04","Brazil","2","2_III",0,0,0,1,"2011",25,24
"5805","MN589879.1","131denv2_BR_Rj","Torres_2019","NCBI","1999-04-09","Brazil","2","2_III",0,0,0,1,"1999",6,3
"5806","MN589880.1","132denv2_BR_Rj","Torres_2019","NCBI","1999-04-09","Brazil","2","2_III",0,0,0,1,"1999",6,3
"5807","MN589881.1","133denv2_BR_Rj","Torres_2019","NCBI","1999-01-12","Brazil","2","2_III",0,0,0,1,"1999",6,3
"5808","MN589882.1","134denv2_BR_Rj","Torres_2019","NCBI","2000-05-03","Brazil","2","2_III",0,0,0,1,"2000",11,1
"5809","MN589883.1","135denv2_BR_Rj","Torres_2019","NCBI","2001-04-02","Brazil","2","2_III",0,0,0,1,"2001",14,2
"5810","MN589884.1","136denv2_BR_Rj","Torres_2019","NCBI","2001-05-30","Brazil","2","2_III",0,0,0,1,"2001",14,2
"5811","JN819404.1","DENV-2/BR/BID-V3580/2008","Henn_2019","NCBI","2008-XX-XX","Brazil","2","2_III",0,0,0,0,"2008",36,20
"5812","MH891768.1","MCVR2188AB/2016","Sabeena_2019","NCBI","2016-10-26","India","2","2_II_related",0,0,0,1,"2016",75,49
"5813","MH891770.1","MCVR7291AD/2018","Sabeena_2019","NCBI","2018-04-23","India","2","2_II_related",0,0,0,1,"2018",27,27
"5814","MH891772.1","MCVR1233AD/2017","Sabeena_2019","NCBI","2017-10-12","India","2","2_II_related",0,0,0,1,"2017",27,21
"5815","MF940236.1","YN100717","Xi_2019","NCBI","2015-XX-XX","China","2","2_II_related",0,0,0,0,"2015",148,67
"5816","MF940237.1","YN100924","Xi_2019","NCBI","2015-XX-XX","China","2","2_II_related",0,0,0,0,"2015",148,67
"5817","MF940238.1","YN101024","Xi_2019","NCBI","2015-XX-XX","China","2","2_II_related",0,0,0,0,"2015",148,67
"5818","MF940239.1","YN101512","Xi_2019","NCBI","2015-XX-XX","China","2","2_II_related",0,0,0,0,"2015",148,67
"5819","MF940240.1","YN101623","Xi_2019","NCBI","2015-XX-XX","China","2","2_II_related",0,0,0,0,"2015",148,67
"5820","MF940241.1","YN101628","Xi_2019","NCBI","2015-XX-XX","China","2","2_II_related",0,0,0,0,"2015",148,67
"5821","MF940242.1","YN101711","Xi_2019","NCBI","2015-XX-XX","China","2","2_II_related",0,0,0,0,"2015",148,67
"5822","MF940243.1","YN101805","Xi_2019","NCBI","2015-XX-XX","China","2","2_II_related",0,0,0,0,"2015",148,67
"5823","MF940244.1","YN101809","Xi_2019","NCBI","2015-XX-XX","China","2","2_II_related",0,0,0,0,"2015",148,67
"5824","MF940245.1","YN101816","Xi_2019","NCBI","2015-XX-XX","China","2","2_II_related",0,0,0,0,"2015",148,67
"5825","MF940246.1","YN101824","Xi_2019","NCBI","2015-XX-XX","China","2","2_II_related",0,0,0,0,"2015",148,67
"5826","MF940247.1","YN101907","Xi_2019","NCBI","2015-XX-XX","China","2","2_II_related",0,0,0,0,"2015",148,67
"5827","MF940248.1","YN102003","Xi_2019","NCBI","2015-XX-XX","China","2","2_II_related",0,0,0,0,"2015",148,67
"5828","MF940249.1","YN102006","Xi_2019","NCBI","2015-XX-XX","China","2","2_II_related",0,0,0,0,"2015",148,67
"5829","MF940250.1","YN102823","Xi_2019","NCBI","2015-XX-XX","China","2","2_II_related",0,0,0,0,"2015",148,67
"5830","MF940251.1","YN103031","Xi_2019","NCBI","2015-XX-XX","China","2","2_II_related",0,0,0,0,"2015",148,67
"5831","MF940252.1","YN103032","Xi_2019","NCBI","2015-XX-XX","China","2","2_II_related",0,0,0,0,"2015",148,67
"5832","MF940253.1","YN110123","Xi_2019","NCBI","2015-XX-XX","China","2","2_II_related",0,0,0,0,"2015",148,67
"5833","MN272404.1","RUJul","Mavingui_2019","NCBI","2018-03-XX","Reunion","2","2_II_related",0,0,0,0,"2018",1,1
"5834","MN272405.1","RU16417","Mavingui_2019","NCBI","2016-05-07","Seychelles","2","2_II_related",0,0,0,1,"2016",1,1
"5835","MN328061.1","CHRF_DenV002","Saha_2019","NCBI","2019-07-29","Bangladesh","2","2_II",0,0,0,1,"2019",12,12
"5836","MG592698.1","R1_J15","Pattabiraman_2019","NCBI","2016-XX-XX","India","2","2_II_related",0,0,0,0,"2016",75,26
"5837","MN239505.1","BD-RP","Bezerra_2019","NCBI","2019-02-XX","Brazil","2","2_III",0,0,0,0,"2019",229,1
"5838","MK411558.1","ID/JMB-001M/2016","Haryanto_2019","NCBI","2016-02-20","Indonesia","2","2_II",0,0,0,1,"2016",4,2
"5839","MK411559.1","ID/JMB-001B/2016","Haryanto_2019","NCBI","2016-02-23","Indonesia","2","2_II",0,0,0,1,"2016",4,2
"5840","MH827525.1","D2/China/GDzh/D14003/2014","De_2019","NCBI","2017-XX-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5841","MH827526.1","D2/China/GDsw/D15024/2015/New_Guinea/","De_2019","NCBI","2017-XX-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5842","MH827527.1","D2/China/GDsg/GD15023/2015/Indonesia/","De_2019","NCBI","2017-XX-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5843","MH827528.1","D2/China/GDcz/D15030/2015/Malaysia/","De_2019","NCBI","2017-XX-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5844","MH827529.1","D2/China/GDfs/D14005/2014","De_2019","NCBI","2017-XX-XX","China","2","2_II_related",0,0,0,0,"2017",177,80
"5845","MH827530.1","D2/China/GDyf/D14070/2014","De_2019","NCBI","2017-XX-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5846","MH827531.1","D2/China/GDzs/D14115/2014","De_2019","NCBI","2017-XX-XX","China","2","2_V",0,0,0,0,"2017",177,80
"5847","MH827532.1","D2/China/GDmm/D15341/2015/Myanmar/","De_2019","NCBI","2017-XX-XX","China","2","2_V",0,0,0,0,"2017",177,80
"5848","MH827533.1","D2/China/GDcz/D15044/2015","De_2019","NCBI","2017-XX-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5849","MH827534.1","D2/China/GDsz/D15328/2015/Taiwan/","De_2019","NCBI","2017-XX-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5850","MH827535.1","D2/China/GDzh/D16003/2016/Tailand/","De_2019","NCBI","2017-XX-XX","China","2","2_II_related",0,0,0,0,"2017",177,80
"5851","MH827536.1","D2/China/GDmm/D16005/2016/Malaysia/","De_2019","NCBI","2017-XX-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5852","MH827537.1","D2/China/GD_/GD151663/2015","De_2019","NCBI","2017-XX-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5853","MH827538.1","D2/China/GD_/GD151665/2015","De_2019","NCBI","2017-XX-XX","China","2","2_V",0,0,0,0,"2017",177,80
"5854","MH827539.1","D2/China/GDsz/GD16027/2016/Import/","De_2019","NCBI","2017-XX-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5855","MH827540.1","D2/China/GDfs/GD16032/2016","De_2019","NCBI","2017-XX-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5856","MH827541.1","D2/China/GDsd/GD16033/2016","De_2019","NCBI","2017-XX-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5857","MH827542.1","D2/China/GDst/GD16047/2016","De_2019","NCBI","2017-XX-XX","China","2","2_II_related",0,0,0,0,"2017",177,80
"5858","MH827543.1","D2/China/GDqy/GD16158/2016","De_2019","NCBI","2017-XX-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5859","MH827544.1","D2/China/GDzs/GD16161/2016/New_Guinea/","De_2019","NCBI","2017-XX-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5860","MH827545.1","D2/China/GDzs/GD16168/2016/Philippines/","De_2019","NCBI","2017-XX-XX","China","2","2_II_related",0,0,0,0,"2017",177,80
"5861","MH827546.1","D2/China/GDgz/GD17013/2017/Thailand/","De_2019","NCBI","2017-XX-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5862","MH827547.1","D2/China/GDzq/GD17024/2017/Malaysia/","De_2019","NCBI","2017-XX-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5863","MH827548.1","D2/China/GDfs/GD17025/2017/Maldives/","De_2019","NCBI","2017-XX-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5864","MH827549.1","D2/China/GDsz/GD17027/2017","De_2019","NCBI","2017-XX-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5865","MH827550.1","D2/China/GDsz/GD17029/2017","De_2019","NCBI","2017-XX-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5866","MH827551.1","D2/China/GDgz/GD17006/2017/Maldives/","De_2019","NCBI","2017-XX-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5867","MH827552.1","D2/China/GDgz/GD17007/2017/Thailand/","De_2019","NCBI","2017-XX-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5868","MH827553.1","D2/China/GDzh/GD17038/2017","De_2019","NCBI","2017-XX-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5869","MH827554.1","D2/China/GDzh/GD17040/2017","De_2019","NCBI","2017-XX-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5870","MK629884.1","43248","Koo_2019","NCBI","2015-XX-XX","South-Korea","2","2_II",0,0,0,0,"2015",3,3
"5871","MK629885.1","43253","Koo_2019","NCBI","2015-XX-XX","South-Korea","2","2_II_related",0,0,0,0,"2015",3,3
"5872","MK629886.1","43254","Koo_2019","NCBI","2015-XX-XX","South-Korea","2","2_II_related",0,0,0,0,"2015",3,3
"5873","MH781013.1","G2AE","Zarate_2019","NCBI","2012-XX-XX","Mexico","2","2_III",0,0,0,0,"2012",4,4
"5874","MH781014.1","G1AE","Zarate_2019","NCBI","2012-XX-XX","Mexico","2","2_III",0,0,0,0,"2012",4,4
"5875","MH781015.1","G3AE","Zarate_2019","NCBI","2012-XX-XX","Mexico","2","2_III",0,0,0,0,"2012",4,4
"5876","MK543448.1","HNQY20180008","Guan_2019","NCBI","2018-09-23","China","2","2_II",0,0,0,1,"2018",89,57
"5877","MK543449.1","HNQY20180084","Guan_2019","NCBI","2018-09-26","China","2","2_II",0,0,0,1,"2018",89,57
"5878","MK543450.1","HNQY20180091","Guan_2019","NCBI","2018-09-27","China","2","2_II",0,0,0,1,"2018",89,57
"5879","MK543471.1","HNQY2018005","Guan_2019","NCBI","2018-09-23","China","2","2_II",0,0,0,1,"2018",89,57
"5880","MK543479.1","HNQY2018004","Guan_2019","NCBI","2018-09-23","China","2","2_II",0,0,0,1,"2018",89,57
"5881","MK564476.1","GZ17XN21707","Su_2019","NCBI","2017-08-08","China","2","2_II",0,0,0,1,"2017",177,97
"5882","MK564477.1","GZ16XN11140","Su_2019","NCBI","2016-04-15","China","2","2_II",0,0,0,1,"2016",61,44
"5883","MK564478.1","GZ16XN11607","Su_2019","NCBI","2016-04-22","China","2","2_II",0,0,0,1,"2016",61,44
"5884","MK564479.1","GZ16XN18674","Su_2019","NCBI","2016-08-23","China","2","2_II",0,0,0,1,"2016",61,44
"5885","MK564480.1","GZ16XN18853","Su_2019","NCBI","2016-08-26","China","2","2_II",0,0,0,1,"2016",61,44
"5886","MK564481.1","GZ17XN21274","Su_2019","NCBI","2017-07-27","China","2","2_II",0,0,0,1,"2017",177,97
"5887","MK564482.1","GZ17XN21603","Su_2019","NCBI","2017-08-07","China","2","2_II",0,0,0,1,"2017",177,97
"5888","MK564483.1","GZ17XN22953","Su_2019","NCBI","2017-08-11","China","2","2_II",0,0,0,1,"2017",177,97
"5889","MK564484.1","GZ18XN18818","Su_2019","NCBI","2018-07-23","China","2","2_II",0,0,0,1,"2018",89,57
"5890","MK564485.1","GZ18XN20669","Su_2019","NCBI","2018-08-28","China","2","2_II",0,0,0,1,"2018",89,57
"5891","MK564486.1","GZ18XN20677","Su_2019","NCBI","2018-08-28","China","2","2_II",0,0,0,1,"2018",89,57
"5892","MK564487.1","GZ18XN20984","Su_2019","NCBI","2018-09-03","China","2","2_II",0,0,0,1,"2018",89,57
"5893","MK564488.1","GZ18XN60367","Su_2019","NCBI","2018-03-09","China","2","2_II_related",0,0,0,1,"2018",89,57
"5894","MK578531.1","GZ16XN03534","Su_2019","NCBI","2016-02-04","China","2","2_II_related",0,0,0,1,"2016",61,44
"5895","MK578532.1","GZ16XN10007","Su_2019","NCBI","2016-04-01","China","2","2_II",0,0,0,1,"2016",61,44
"5896","MK578533.1","GZ18XN20079","Su_2019","NCBI","2018-08-16","China","2","2_II_related",0,0,0,1,"2018",89,57
"5897","MH613984.1","C6L_48h","Reyes-Ruiz_2019","NCBI","2017-12-XX","Mexico","2","2_IV",0,0,0,0,"2017",3,3
"5898","MH613985.1","C6L_P30","Reyes-Ruiz_2019","NCBI","2017-12-XX","Mexico","2","2_IV",0,0,0,0,"2017",3,3
"5899","MH613986.1","C6L_P56","Reyes-Ruiz_2019","NCBI","2017-12-XX","Mexico","2","2_IV",0,0,0,0,"2017",3,3
"5900","MK506263.1","16681-2007","Chin-inmanu_2019","NCBI","2007-06-XX","Thailand","2","2_V",0,0,0,0,"2007",59,56
"5901","MK506264.1","ngc-2007","Chin-inmanu_2019","NCBI","2007-06-XX","Thailand","2","2_IV",0,0,0,0,"2007",59,56
"5902","MK513444.1","SG/EHI/D2/02862Y15","Hapuarachchi_2019","NCBI","2015-01-XX","Singapore","2","2_II",0,0,0,0,"2015",36,36
"5903","KY672945.1","DENV-2/China/YN/15DGR8/2015/","Hu_2019","NCBI","2015-06-13","China","2","2_V",0,0,0,1,"2015",148,81
"5904","KY672946.1","DENV-2/China/YN/15DGR29/2015/","Hu_2019","NCBI","2015-07-24","China","2","2_V",0,0,0,1,"2015",148,81
"5905","KY672947.1","DENV-2/China/YN/RL16/2013/","Hu_2019","NCBI","2013-10-13","China","2","2_V",0,0,0,1,"2013",61,43
"5906","KY672948.1","DENV-2/China/YN/RL18/2013/","Hu_2019","NCBI","2013-09-17","China","2","2_V",0,0,0,1,"2013",61,43
"5907","KY672949.1","DENV-2/China/YN/RL27/2013/","Hu_2019","NCBI","2013-09-30","China","2","2_V",0,0,0,1,"2013",61,43
"5908","KY672950.1","DENV-2/China/YN/15DGR605/2015/","Hu_2019","NCBI","2015-09-28","China","2","2_II_related",0,0,0,1,"2015",148,81
"5909","KY672951.1","DENV-2/China/YN/JH1502/2015/","Hu_2019","NCBI","2015-11-13","China","2","2_II_related",0,0,0,1,"2015",148,81
"5910","KY672952.1","DENV-2/China/YN/JH1505/2015/","Hu_2019","NCBI","2015-11-15","China","2","2_II_related",0,0,0,1,"2015",148,81
"5911","KY672953.1","DENV-2/China/YN/JH1515/2015/","Hu_2019","NCBI","2015-07-20","China","2","2_II_related",0,0,0,1,"2015",148,81
"5912","KY672954.1","DENV-2/China/YN/JH1516/2015/","Hu_2019","NCBI","2015-08-20","China","2","2_II_related",0,0,0,1,"2015",148,81
"5913","KY672955.1","DENV-2/China/YN/15DGR65/2015/","Hu_2019","NCBI","2015-08-15","China","2","2_V",0,0,0,1,"2015",148,81
"5914","MH823208.1","JMB-010","Yohan_2019","NCBI","2014-XX-XX","Indonesia","2","2_II",0,0,0,0,"2014",4,3
"5915","MK268692.1","DENV-2/TH/1974","Vazeille-Falcoz_2019","NCBI","1974-XX-XX","Thailand","2","2_V",0,0,0,0,"1974",4,4
"5916","MH888331.1","CNR_25326","Touret_2019","NCBI","2014-08-15","Thailand","2","2_V",0,0,0,1,"2014",41,2
"5917","MH010629.1","D2/Zhejiang/HZ33/2017","Yan_2019","NCBI","2017-11-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5918","MG721054.1","R1_J17_DENV2","Pattabiraman_2019","NCBI","2016-XX-XX","India","2","2_II_related",0,0,0,0,"2016",75,26
"5919","MG721055.1","R1_J22_DENV2","Pattabiraman_2019","NCBI","2016-XX-XX","India","2","2_II_related",0,0,0,0,"2016",75,26
"5920","MG721056.1","R1_J30_DENV2","Pattabiraman_2019","NCBI","2016-XX-XX","India","2","2_II_related",0,0,0,0,"2016",75,26
"5921","MG721057.1","R1_J36_DENV2","Pattabiraman_2019","NCBI","2016-XX-XX","India","2","2_II_related",0,0,0,0,"2016",75,26
"5922","MG721058.1","R1_J45_DENV2","Pattabiraman_2019","NCBI","2016-XX-XX","India","2","2_II_related",0,0,0,0,"2016",75,26
"5923","MG721062.1","R1_J46_DENV2","Pattabiraman_2019","NCBI","2016-XX-XX","India","2","2_II_related",0,0,0,0,"2016",75,26
"5924","MH822939.1","T30_S70_DENV2","Kar_2018","NCBI","2012-11-08","India","2","2_II_related",0,0,0,1,"2012",8,5
"5925","MH822940.1","T81_S78_DENV2","Kar_2018","NCBI","2014-XX-XX","India","2","2_II_related",0,0,0,0,"2014",12,6
"5926","MH822941.1","T44_S74_DENV2","Kar_2018","NCBI","2013-08-30","India","2","2_II_related",0,0,0,1,"2013",9,6
"5927","MH822942.1","T82_S79_DENV2","Kar_2018","NCBI","2014-09-22","India","2","2_II_related",0,0,0,1,"2014",12,6
"5928","MH822943.1","T96_S84_DENV2","Kar_2018","NCBI","2014-11-07","India","2","2_II_related",0,0,0,1,"2014",12,6
"5929","MH822944.1","T14_S63_DENV2","Kar_2018","NCBI","2012-10-08","India","2","2_II_related",0,0,0,1,"2012",8,5
"5930","MH822945.1","T20_S67_DENV2","Kar_2018","NCBI","2012-10-19","India","2","2_II_related",0,0,0,1,"2012",8,5
"5931","MH822946.1","T18_S65_DENV2","Kar_2018","NCBI","2012-10-19","India","2","2_II_related",0,0,0,1,"2012",8,5
"5932","MH822947.1","T5_S62_DENV2","Kar_2018","NCBI","2012-09-24","India","2","2_II_related",0,0,0,1,"2012",8,5
"5933","MH822948.1","T19_S66_DENV2","Kar_2018","NCBI","2012-XX-XX","India","2","2_II_related",0,0,0,0,"2012",8,3
"5934","MH822949.1","T90_S83_DENV2","Kar_2018","NCBI","2014-10-28","India","2","2_II_related",0,0,0,1,"2014",12,6
"5935","MH822950.1","T37_S71_DENV2","Kar_2018","NCBI","2013-08-19","India","2","2_II_related",0,0,0,1,"2013",9,6
"5936","MH822951.1","T46_S75_DENV2","Kar_2018","NCBI","2013-09-04","India","2","2_II_related",0,0,0,1,"2013",9,6
"5937","MH822952.1","T107_S90_DENV2","Kar_2018","NCBI","2014-09-16","India","2","2_II_related",0,0,0,1,"2014",12,6
"5938","MH822953.1","T105_S88_DENV2","Kar_2018","NCBI","2015-09-09","India","2","2_II_related",0,0,0,1,"2015",4,2
"5939","MH822954.1","T102_S87_DENV2","Kar_2018","NCBI","2015-08-31","India","2","2_II_related",0,0,0,1,"2015",4,2
"5940","MH822955.1","T89_S82_DENV2","Kar_2018","NCBI","2014-10-25","India","2","2_II_related",0,0,0,1,"2014",12,6
"5941","MH822956.1","T48_S76_DENV2","Kar_2018","NCBI","2013-09-09","India","2","2_II_related",0,0,0,1,"2013",9,6
"5942","MH985858.1","SI_2016","Pyke_2018","NCBI","2016-XX-XX","Australia","2","2_II",0,0,0,0,"2016",4,4
"5943","MH985859.1","Van_2017","Pyke_2018","NCBI","2017-XX-XX","Australia","2","2_II_related",0,0,0,0,"2017",2,2
"5944","LC410184.1","Th16-005DV2","Phadungsombat_2018","NCBI","2016-09-XX","Thailand","2","2_V",0,0,0,0,"2016",14,14
"5945","LC410185.1","Th16-035DV2","Phadungsombat_2018","NCBI","2016-11-XX","Thailand","2","2_V",0,0,0,0,"2016",14,14
"5946","LC410186.1","Th16-056DV2","Phadungsombat_2018","NCBI","2016-12-XX","Thailand","2","2_V",0,0,0,0,"2016",14,14
"5947","LC410187.1","Th17-061DV2","Phadungsombat_2018","NCBI","2017-01-XX","Thailand","2","2_V",0,0,0,0,"2017",8,8
"5948","LC410188.1","Th17-074DV2","Phadungsombat_2018","NCBI","2017-02-XX","Thailand","2","2_V",0,0,0,0,"2017",8,8
"5949","LC410189.1","Th16-011DV2","Phadungsombat_2018","NCBI","2016-10-XX","Thailand","2","2_II",0,0,0,0,"2016",14,14
"5950","LC410190.1","Th16-026DV2","Phadungsombat_2018","NCBI","2016-10-XX","Thailand","2","2_II",0,0,0,0,"2016",14,14
"5951","LC410191.1","Th17-077DV2","Phadungsombat_2018","NCBI","2017-02-XX","Thailand","2","2_II",0,0,0,0,"2017",8,8
"5952","MH488959.1","TM246","Pong_2018","NCBI","2014-XX-XX","Malaysia","2","2_II",0,0,0,0,"2014",75,75
"5953","MG560143.1","UoH_58620","Vaddadi_2018","NCBI","2014-XX-XX","India","2","2_II_related",0,0,0,0,"2014",12,6
"5954","MG560144.1","UoH_583351","Vaddadi_2018","NCBI","2014-XX-XX","India","2","2_II_related",0,0,0,0,"2014",12,6
"5955","MH456892.1","DENV2/KLF/001/2014","Kamau_2018","NCBI","2014-10-17","Kenya","2","2_II_related",0,0,0,1,"2014",8,5
"5956","MH456893.1","DENV2/KLF/004/2014","Kamau_2018","NCBI","2014-11-25","Kenya","2","2_II_related",0,0,0,1,"2014",8,5
"5957","MH456895.1","DENV2/KLF/005/2014","Kamau_2018","NCBI","2014-07-04","Kenya","2","2_II_related",0,0,0,1,"2014",8,5
"5958","MH456897.1","DENV2/KLF/002/2014","Kamau_2018","NCBI","2014-07-09","Kenya","2","2_II_related",0,0,0,1,"2014",8,5
"5959","MH456898.1","DENV2/KLF/003/2014","Kamau_2018","NCBI","2014-06-23","Kenya","2","2_II_related",0,0,0,1,"2014",8,5
"5960","MH110564.1","D2/CN/HZ-1003/2017","Yu_2018","NCBI","2017-09-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5961","MH110565.1","D2/CN/HZ-1312/2017","Yu_2018","NCBI","2017-09-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5962","MH110566.1","D2/CN/HZ-1358/2017","Yu_2018","NCBI","2017-09-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5963","MH110567.1","D2/CN/HZ-1431/2017","Yu_2018","NCBI","2017-09-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5964","MH110568.1","D2/CN/HZ-1450/2017","Yu_2018","NCBI","2017-09-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5965","MH110569.1","D2/CN/HZ-1469/2017","Yu_2018","NCBI","2017-09-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5966","MH110570.1","D2/CN/HZ-1535/2017","Yu_2018","NCBI","2017-09-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5967","MH110571.1","D2/CN/HZ-1536/2017","Yu_2018","NCBI","2017-09-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5968","MH110572.1","D2/CN/HZ-1560/2017","Yu_2018","NCBI","2017-09-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5969","MH110573.1","D2/CN/HZ-17/2017","Yu_2018","NCBI","2017-08-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5970","MH110574.1","D2/CN/HZ-244/2017","Yu_2018","NCBI","2017-08-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5971","MH110575.1","D2/CN/HZ-263/2017","Yu_2018","NCBI","2017-08-XX","China","2","2_II_related",0,0,0,0,"2017",177,80
"5972","MH110576.1","D2/CN/HZ-265/2017","Yu_2018","NCBI","2017-08-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5973","MH110577.1","D2/CN/HZ-294/2017","Yu_2018","NCBI","2017-08-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5974","MH110578.1","D2/CN/HZ-30/2017","Yu_2018","NCBI","2017-08-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5975","MH110579.1","D2/CN/HZ-316/2017","Yu_2018","NCBI","2017-08-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5976","MH110580.1","D2/CN/HZ-333/2017","Yu_2018","NCBI","2017-08-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5977","MH110581.1","D2/CN/HZ-406-1/2017","Yu_2018","NCBI","2017-09-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5978","MH110582.1","D2/CN/HZ-406-2/2017","Yu_2018","NCBI","2017-09-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5979","MH110583.1","D2/CN/HZ-414/2017","Yu_2018","NCBI","2017-09-XX","China","2","2_II_related",0,0,0,0,"2017",177,80
"5980","MH110584.1","D2/CN/HZ-436/2017","Yu_2018","NCBI","2017-09-XX","China","2","2_II_related",0,0,0,0,"2017",177,80
"5981","MH110585.1","D2/CN/HZ-439/2017","Yu_2018","NCBI","2017-09-XX","China","2","2_II_related",0,0,0,0,"2017",177,80
"5982","MH110586.1","D2/CN/HZ-455/2017","Yu_2018","NCBI","2017-09-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5983","MH110587.1","D2/CN/HZ-456/2017","Yu_2018","NCBI","2017-09-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5984","MH110588.1","D2/CN/HZ-505/2017","Yu_2018","NCBI","2017-09-XX","China","2","2_II",0,0,0,0,"2017",177,80
"5985","MH110589.1","D2/CN/HZ-510/2017","Yu_2018","NCBI","2017-09-XX","China","2","2_II_related",0,0,0,0,"2017",177,80
